URL,Page Title,URL Keywords,URL Thema,URL Depth,Content Keywords,Lead Keywords,Page Leadtext,Page Modified Date,Have iframe,Have image,Have image with bad resolution,Have video,Page number of words
https://www.eak.admin.ch/eak/de/home.html,Startseite  | Eidgenössische Ausgleichskasse EAK,['Sonstiges'],['Sonstiges'],0,['Sonstiges'],['Sonstiges'],"Die Eidgenössische Ausgleichskasse EAK mit Sitz in Bern ist eine Abteilung der Zentralen Ausgleichsstelle (ZAS) in Genf. Wir sind die Ausgleichskasse für die gesamte Bundesverwaltung, die eidgenössischen Gerichte, die Bundesanstalten sowie andere Institutionen, die der Oberaufsicht des Bundes unterstellt sind oder zum Bund in enger Beziehung stehen.", not found,False,"['https://www.eak.admin.ch/eak/de/home/_jcr_content/par/columncontrols_480475425/items/0/column/teaserfocus/items/escal/teaserfocuspar/teaser/image.imagespooler.png/1711449969258/karussellfoto-07.png', 'https://www.eak.admin.ch/eak/de/home/_jcr_content/par/columncontrols_480475425/items/0/column/teaserfocus/items/kundenzufriedenheits/teaserfocuspar/teaser/image.imagespooler.png/1709210907035/karussellfoto-06.png', 'https://www.eak.admin.ch/eak/de/home/_jcr_content/par/columncontrols_480475425/items/0/column/teaserfocus/items/ausbildung_766348613/teaserfocuspar/teaser/image.imagespooler.png/1717414196280/Karussellfoto-Ausbildung.png', 'https://www.eak.admin.ch/eak/de/home/_jcr_content/par/columncontrols_480475425/items/0/column/teaserfocus/items/rentenauszahlung/teaserfocuspar/teaser/image.imagespooler.png/1713865630154/Karussellfoto-Rentenauszahlung.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/arbeiten_im_ausland/_jcr_content/image.imagespooler.png/1711120005402/588.1000/Arbeiten im Ausland.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/familienzulagen/meldepflicht/_jcr_content/image.imagespooler.png/1674477557812/588.1000/Meldepflicht.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/connect-eak/_jcr_content/image.imagespooler.png/1682689625671/588.1000/connect.png', 'https://www.eak.admin.ch/eak/de/home/dokumentation/kinder/familienzulagen/_jcr_content/image.imagespooler.png/1674545044717/588.1000/Familienzulagen.png', 'https://www.eak.admin.ch/eak/de/home/dokumentation/mein_ahv-konto/kontoauszug/_jcr_content/image.imagespooler.png/1707147829792/588.1000/Kontoauszug.png', 'https://www.eak.admin.ch/eak/de/home/dokumentation/arbeitsunterbruch_keine_erwerbstaetigkeit/keine_erwerbstaetigkeit/_jcr_content/image.imagespooler.png/1683096630333/588.1000/Arbeitsunterbruch.png', 'https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png']",True,False,3
https://www.eak.admin.ch/eak/de/home/sitemap.html,Übersicht  | Eidgenössische Ausgleichskasse EAK,['Sonstiges'],['Sonstiges'],1,['Sonstiges'],['Sonstiges'],lead-class not found, not found,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,3
https://www.eak.admin.ch/eak/de/home/suche.html,Suche  | Eidgenössische Ausgleichskasse EAK,['Sonstiges'],['Sonstiges'],1,['Sonstiges'],['Sonstiges'],lead-class not found, not found,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,3
https://www.eak.admin.ch/eak/de/home/404.html,Error Page (404)  | Eidgenössische Ausgleichskasse EAK,['Sonstiges'],['Sonstiges'],1,['Sonstiges'],['Sonstiges'],lead-class not found, not found,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,50
https://www.eak.admin.ch/eak/de/home/Firmen.html,Firmen  | Eidgenössische Ausgleichskasse EAK,['Sonstiges'],['Sonstiges'],1,['Sonstiges'],['Sonstiges'],lead-class not found, not found,False,"['https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/_jcr_content/image.imagespooler.png/1674223434937/588.1000/Affiliation.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/Personal/_jcr_content/image.imagespooler.png/1674223461934/588.1000/Personal.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/externe_auftraege/_jcr_content/image.imagespooler.png/1674223496567/588.1000/Externe Aufträge.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/arbeiten_im_ausland/_jcr_content/image.imagespooler.png/1711120005402/588.1000/Arbeiten im Ausland.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/_jcr_content/image.imagespooler.png/1674223527773/588.1000/Beiträge und Löhne.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/familienzulagen/_jcr_content/image.imagespooler.png/1674223542603/588.1000/Familienzulagen.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/erwerbsersatz/_jcr_content/image.imagespooler.png/1674223554838/588.1000/Erwerbsersatzleistungen.png', 'https://www.eak.admin.ch/eak/de/home/Firmen/connect-eak/_jcr_content/image.imagespooler.png/1682689625671/588.1000/connect.png', 'https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png']",True,False,3
https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss.html,Anschluss  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Anschluss'],2,['FamZG'],['FamZG'],"Alle Arbeitgeber müssen bei einer Ausgleichskasse und einer Familienausgleichskasse angeschlossen sein. Jede Ausgleichskasse führt ein Register, in dem alle ihr angeschlossenen Arbeitgeber mit ihren Zweigniederlassungen erfasst sind.",20.01.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,60
https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/anschlusspflicht.html,Anschlusspflicht  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Anschluss'],3,"['AHV', 'FamZG']","['AHV', 'FamZG']","Alle Arbeitgeber müssen bei einer AHV-Ausgleichskasse und einer Familienausgleichskasse erfasst sein. Die Ausgleichskasse führt ein Register ihrer Mitglieder, in dem alle der Kasse angeschlossenen Arbeitgeber geführt werden.",26.10.2017,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,181
https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/zweigniederlassungen.html,Zweigniederlassungen  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Anschluss'],3,['FamZG'],['Sonstiges'],"Als Arbeitgeber sind Sie verpflichtet, Ihrer Ausgleichskasse alle Zweigniederlassungen zu melden. Diese Informationen werden im Mitgliederregister erfasst und an die kantonalen Zentralregister gemeldet.",20.04.2021,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,561
https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/anschlussverfahren.html,Anschlussverfahren  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Anschluss'],3,['FamZG'],['Sonstiges'],lead-class not found,05.11.2021,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,107
https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/arbeitgeberkontrolle.html,Arbeitgeberkontrolle  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Anschluss'],3,"['AHV', 'FamZG']",['FamZG'],"Die Ausgleichskassen sind verpflichtet, die ihnen angeschlossenen Arbeitgeber periodisch auf die Einhaltung der gesetzlichen Bestimmungen im Bereich der 1. Säule und der Familienausgleichskasse hin zu kontrollieren.",09.11.2018,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,195
https://www.eak.admin.ch/eak/de/home/Firmen/Personal.html,Personal  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Personal'],2,"['AHV', 'FamZG']","['AHV', 'FamZG']","Wir empfehlen Ihnen, der Ausgleichskasse laufend sämtliche Ein- und Austritte zu melden. So wird sichergestellt, dass die einzelnen Fachbereiche der Ausgleichskasse sowie auch die Familienausgleichskasse personenbezogene Geschäfte zügig und ohne Rückfragen abwickeln können. Arbeitnehmer ohne AHV-Nummer müssen wie bis anhin umgehend bei der Ausgleichskasse gemeldet werden, damit sie eine entsprechende Nummer erhalten.",20.01.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,96
https://www.eak.admin.ch/eak/de/home/Firmen/Personal/anmeldung-von-arbeitnehmern.html,Anmeldung von Arbeitnehmern  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Personal'],3,['FamZG'],['FamZG'],Sind alle Ihre Arbeitnehmer bei der Ausgleichskasse angemeldet? Wie muss ein Anspruch auf Familienzulagen geltend gemacht werden?,19.01.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,107
https://www.eak.admin.ch/eak/de/home/Firmen/Personal/abmeldung-von-arbeitnehmern.html,Abmeldung von Arbeitnehmern  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Personal'],3,['FamZG'],['FamZG'],"Welchen Vorteil hat es, wenn Sie Arbeitnehmer, die Ihren Betrieb verlassen, bei der Ausgleichskasse abmelden? Müssen Austritte überhaupt gemeldet werden? Wann endet der Anspruch auf Familienzulagen?",26.01.2022,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,151
https://www.eak.admin.ch/eak/de/home/Firmen/Personal/versicherungsausweis.html,Versicherungsausweis  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Personal'],3,['AHV'],['AHV'],Jede in der Schweiz versicherte Person sollte über eine 13-stellige AHV-Nummer verfügen. Die AHV-Nummer ist in der Regel auf der Krankenversicherungskarte ersichtlich.,27.01.2022,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,267
https://www.eak.admin.ch/eak/de/home/Firmen/externe_auftraege.html,Externe Aufträge  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Externe Aufträge'],2,['AHV'],['Sonstiges'],"Der Arbeitgeber hat bei der Vergabe von Aufträgen an natürliche Personen und Einzelfirmen abzuklären, ob er paritätische Beiträge mit seiner Ausgleichskasse abzurechnen hat.",20.01.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,148
https://www.eak.admin.ch/eak/de/home/Firmen/externe_auftraege/beurteilung_durch_die_ausgleichskasse.html,Beurteilung durch die Ausgleichskasse  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Externe Aufträge'],3,['AHV'],['Sonstiges'],Wir nehmen eine ausführliche Beurteilung des Einzelfalles vor und stehen Ihnen beratend zur Seite.,14.11.2017,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,125
https://www.eak.admin.ch/eak/de/home/Firmen/externe_auftraege/sozialversicherungsrechtliche_stellung_in_AHV-IV-EO.html,Sozialversicherungsrechtliche Stellung in der AHV/IV/EO  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Externe Aufträge'],3,"['AHV', 'IV', 'EO-MSE-EAE-BUE-AdopE', 'FamZG']",['AHV'],"Informationen für Arbeitgeber / Auftraggeber betreffend Unterscheidung der Tätigkeiten von erwerbstätigen Personen in sozialversicherungsrechtlich unselbständig- und selbständigerwerbende. Für die Beurteilung von Einzelfällen sind ausschliesslich die gesetzlichen Bestimmungen massgebend. In Fällen, in welchen nicht klar feststeht, ob bei der AHV-rechtlich zu qualifizierenden Tätigkeit selbständige oder unselbständige Erwerbstätigkeit vorliegt, ist vor Vertragsabschluss Kontakt mit unserer Kasse aufzunehmen.",09.11.2018,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,1705
https://www.eak.admin.ch/eak/de/home/Firmen/arbeiten_im_ausland.html,Arbeiten im Ausland  | Eidgenössische Ausgleichskasse EAK,['Firmen'],"['Arbeiten im Ausland', 'Im Ausland']",2,['Sonstiges'],['Sonstiges'],"Haben Sie Mitarbeitende, die in Ihrem Auftrag vorübergehend, für eine bestimmte Dauer in einem anderen Staat tätig sind? Gibt es in Ihrer Firma Mitarbeitende, die dauerhaft oder sogar auf unbestimmte Zeit regelmässig sowohl in der Schweiz als auch im Ausland für Sie arbeiten? Beschäftigen Sie Mitarbeitende, die im Ausland noch für andere Firmen arbeiten oder selbständig erwerbstätig sind?",22.03.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,91
https://www.eak.admin.ch/eak/de/home/Firmen/arbeiten_im_ausland/beamte-personen-im-oeffentlichen-dienst.html,"Beamte, Personen im öffentlichen Dienst  | Eidgenössische Ausgleichskasse EAK",['Firmen'],['Arbeiten im Ausland'],3,['Sonstiges'],['Sonstiges'],"Das Abkommen mit der EU bzw. EFTA sowie die meisten übrigen Sozialversicherungsabkommen sehen vor, dass Beamte bzw. im öffentlichen Dienst tätige Personen in jenem Staat versichert bleiben, in dem die Verwaltungseinheit ihren Sitz hat.",11.04.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,113
https://www.eak.admin.ch/eak/de/home/Firmen/arbeiten_im_ausland/arbeiten_in_mehreren_staaten.html,"Arbeiten in mehreren Staaten, Mehrfachtätigkeit  | Eidgenössische Ausgleichskasse EAK",['Firmen'],['Arbeiten im Ausland'],3,"['AHV', 'FamZG']",['Sonstiges'],"Haben Sie Arbeitnehmer, die ihre Erwerbstätigkeit in mehreren Staaten ausüben? Beschäftigen Sie Personen, die ihren Wohnsitz im Ausland haben? Unter welchen Voraussetzungen müssen Sie als in der Schweiz domizilierte Firma die Sozialversicherungsbeiträge mit ausländischen Behörden abrechnen?",19.01.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,890
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne.html,Beiträge und Löhne  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],2,['Sonstiges'],['Sonstiges'],Kennen Sie das ordentliche Verfahren für die Festsetzung der Beiträge? In welcher Form können Sie gegenüber der Ausgleichskasse die in Ihrem Betrieb erzielten Löhne deklarieren? Welche Frist muss unbedingt eingehalten werden?,20.01.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,63
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/akontobeitraege.html,Akontobeiträge  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,"['AHV', 'IV', 'EO-MSE-EAE-BUE-AdopE', 'FamZG']",['FamZG'],Kennen Sie die Zahlungsfristen für Akontobeiträge? Fallen die Akontobeiträge aus Ihrer Sicht zu hoch oder zu tief aus? Möchten Sie die Vergütung der Familienzulagen mit den fälligen Akontobeiträgen verrechnen?,26.03.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,552
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/lohndeklaration_und_lohnmeldung.html,Lohnbescheinigung und Lohnmeldung  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,"['AHV', 'FamZG']",['FamZG'],In welcher Form sind die Löhne zu deklarieren? Welche Frist ist unbedingt einzuhalten? Welche Lohnsummenarten sind zu melden? Was ist bei der Lohnmeldung in Bezug auf die Familienausgleichskasse zu beachten?,22.03.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,379
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/jahresabrechnung.html,Jahresabrechnung  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,"['AHV', 'IV', 'EO-MSE-EAE-BUE-AdopE', 'FamZG']",['Sonstiges'],"Wann erhalten Sie von der Ausgleichskasse eine Jahresabrechnung? Welche Informationen enthält die Jahresabrechnung? Was müssen Sie beachten, damit mit der Jahresabrechnung keine Verzugszinsen in Rechnung gestellt werden?",26.01.2023,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,207
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/lohnnachtraege_und_rueckerstattungen.html,Lohnnachträge und Rückerstattungen  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,"['AHV', 'IV', 'EO-MSE-EAE-BUE-AdopE']",['Sonstiges'],Was ist ein Lohnnachtrag und was eine nachträgliche Lohnzahlung? Wann müssen Sie als Arbeitgeber nachträgliche Lohnzahlungen melden? In welchen Fällen kommt es zu einer Rückerstattung bereits bezahlter Beiträge?,14.01.2022,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,425
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/co2-abgabe.html,CO2-Abgabe  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,['AHV'],['Sonstiges'],Die Erträge aus der CO2-Abgabe werden jährlich an die Wirtschaft zurückverteilt. Die Ausgleichskassen nehmen die Verteilung im Auftrag des Bundesamtes für Umwelt (BAFU) vor.,27.06.2024,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,136
https://www.eak.admin.ch/eak/de/home/Firmen/beitraege_und_loehne/e-rechnung.html,eBill  | Eidgenössische Ausgleichskasse EAK,['Firmen'],['Beiträge & Löhne'],3,['Sonstiges'],['Sonstiges'],Möchten Sie die Akontobeiträge papierlos und zeitsparend via eBill bezahlen?,24.11.2021,False,['https://www.eak.admin.ch/eak/de/_jcr_content/cobranding/logos/11_1712295576046/image.imagespooler.png/1712568149715/2000.200/ISO-9001.png'],True,False,106
